"","Normal","Tumor"
"ENSG00000004846.17",6.38254644017972,6.73684411289278
"ENSG00000004848.8",6.18521307723236,5.83973286355648
"ENSG00000004864.14",6.3113302822376,5.8256320620144
"ENSG00000004866.22",5.92895873681433,6.22372083663984
"ENSG00000004897.12",9.69995581469476,10.0529880842183
"ENSG00000004939.16",7.5279634561582,7.37504127882288
"ENSG00000004961.15",5.95974726073921,6.01731333591854
"ENSG00000004975.12",6.1293988151503,6.11689457255896
"ENSG00000005007.14",5.88396647256576,6.62826794767407
"ENSG00000005020.13",6.41508347905705,6.48770529656395
"ENSG00000005022.6",6.31973620870771,6.15101016298315
"ENSG00000005059.16",5.49609511135629,6.11949207794382
"ENSG00000005073.6",6.10504742513224,6.178675135484
"ENSG00000005100.13",6.3540733022395,6.4045175768794
"ENSG00000005108.17",6.66934971973142,6.28125887123532
"ENSG00000005156.12",7.37972121986525,6.80643082409204
"ENSG00000005187.12",6.71066414048276,6.93962667587406
"ENSG00000005194.15",6.25615249291118,6.16858012608655
"ENSG00000005206.17",5.66141968612511,6.78940468712719
"ENSG00000005238.20",6.13543678909982,5.94675026561261
"ENSG00000005243.10",5.49609511135629,6.14942104405502
"ENSG00000005249.14",7.81351446468297,7.31685302723059
"ENSG00000005302.19",6.0072227963734,6.57037903740514
"ENSG00000005339.15",6.4906483441182,7.68951899359568
"ENSG00000005379.17",6.17972610272811,7.05602211976217
"ENSG00000005381.9",6.13731247581796,5.89830703526404
"ENSG00000005421.9",6.14700359278129,6.19185885251218
"ENSG00000005448.17",6.11750091180513,6.16503703337341
"ENSG00000005469.12",6.00904761293119,5.98361625933411
"ENSG00000005471.19",6.16586993283556,6.53093320827819
"ENSG00000005483.23",7.00377412514259,6.38326221511303
"ENSG00000005513.11",6.09233547409576,6.14233426412854
"ENSG00000005700.15",6.49678772367411,6.57197383923944
"ENSG00000005801.18",8.20823469624225,8.21498988916185
"ENSG00000005810.20",9.16978074470463,8.55430352625601
"ENSG00000005812.11",5.49609511135629,6.32744177291981
"ENSG00000005844.19",7.00287468414255,7.47058333954081
"ENSG00000005882.12",6.05552191701181,6.15093293481527
"ENSG00000005884.18",6.89353216023623,7.2113647762715
"ENSG00000005889.16",6.80554607301594,6.78031887017109
"ENSG00000005893.17",6.87552587300908,6.7680502114239
"ENSG00000005961.19",6.19527998803493,5.90779715647212
"ENSG00000005981.13",5.94831197962386,6.24759921016412
"ENSG00000006015.18",7.87164301040798,7.62557896807481
"ENSG00000006025.13",6.29080706471244,6.27036778342524
"ENSG00000006042.12",7.05023787502873,6.72976701572496
"ENSG00000006047.13",5.82346757988274,6.11986378490664
"ENSG00000006062.18",5.49609511135629,6.14942104405502
"ENSG00000006071.16",6.96375356331451,7.54434038305353
"ENSG00000006118.15",6.28679430888499,6.58407098725289
"ENSG00000006125.18",6.02662554829191,6.82364132356916
"ENSG00000006194.11",5.79109348293302,6.51025060498611
